Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alabama,0-17 years,0,10,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alabama,18-64 years,27,345,24,0,24,41,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alabama,65 years and over,69,750,57,0,57,107,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alaska,All Ages,0,92,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alaska,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alaska,18-64 years,0,36,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Alaska,65 years and over,0,55,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arizona,All Ages,207,1531,169,,170,271,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arizona,0-17 years,0,12,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arizona,18-64 years,65,419,45,0,45,77,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arizona,65 years and over,142,1100,124,,125,194,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arkansas,All Ages,45,710,47,0,47,76,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arkansas,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arkansas,18-64 years,14,200,17,0,17,25,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Arkansas,65 years and over,31,504,30,0,30,51,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,California,All Ages,453,5458,504,,505,734,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,California,0-17 years,0,65,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,California,18-64 years,130,1424,138,0,138,197,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,California,65 years and over,323,3969,366,,367,537,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Colorado,All Ages,35,851,56,0,56,73,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Colorado,0-17 years,0,10,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Colorado,18-64 years,,248,13,0,13,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Colorado,65 years and over,28,593,43,0,43,57,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Connecticut,All Ages,46,577,32,0,32,70,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Connecticut,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Connecticut,18-64 years,,140,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Connecticut,65 years and over,40,433,28,0,28,61,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Delaware,All Ages,,165,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Delaware,18-64 years,,42,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Delaware,65 years and over,,123,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,District of Columbia,All Ages,20,109,27,0,27,35,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,District of Columbia,0-17 years,0,0,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,District of Columbia,18-64 years,,31,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,District of Columbia,65 years and over,15,78,19,0,19,25,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Florida,All Ages,220,4347,334,,335,441,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Florida,0-17 years,,45,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Florida,18-64 years,31,1046,51,0,51,67,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Florida,65 years and over,188,3256,282,,283,372,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Georgia,All Ages,90,1794,111,0,111,173,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Georgia,0-17 years,0,30,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Georgia,18-64 years,21,552,24,0,24,37,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Georgia,65 years and over,69,1212,87,0,87,136,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Hawaii,All Ages,0,245,12,0,12,12,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Hawaii,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Hawaii,18-64 years,0,53,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Hawaii,65 years and over,0,189,10,0,10,10,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Idaho,All Ages,0,282,13,0,13,13,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Idaho,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Idaho,18-64 years,0,52,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Idaho,65 years and over,0,228,12,0,12,12,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Illinois,All Ages,274,2334,212,0,212,365,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Illinois,0-17 years,0,31,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Illinois,18-64 years,70,653,53,0,53,87,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Illinois,65 years and over,204,1650,159,0,159,278,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Indiana,All Ages,110,1344,115,0,115,183,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Indiana,0-17 years,0,13,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Indiana,18-64 years,12,405,27,0,27,32,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Indiana,65 years and over,98,926,88,0,88,151,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Iowa,All Ages,32,580,34,0,34,55,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Iowa,0-17 years,0,12,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Iowa,18-64 years,,145,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Iowa,65 years and over,25,423,28,0,28,44,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kansas,All Ages,19,514,34,0,34,39,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kansas,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kansas,18-64 years,,153,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kansas,65 years and over,16,354,26,0,26,30,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kentucky,All Ages,26,969,93,,94,107,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kentucky,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kentucky,18-64 years,,296,26,0,26,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Kentucky,65 years and over,20,668,67,,68,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Louisiana,All Ages,85,990,75,0,75,110,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Louisiana,0-17 years,,16,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Louisiana,18-64 years,20,302,25,0,25,31,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Louisiana,65 years and over,64,672,50,0,50,78,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maine,All Ages,,276,17,0,17,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maine,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maine,18-64 years,0,58,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maine,65 years and over,,212,14,0,14,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maryland,All Ages,138,1081,119,0,119,207,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maryland,0-17 years,0,14,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maryland,18-64 years,32,334,30,0,30,52,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Maryland,65 years and over,106,733,89,0,89,155,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Massachusetts,All Ages,129,1117,97,0,97,186,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Massachusetts,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Massachusetts,18-64 years,23,253,18,0,18,31,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Massachusetts,65 years and over,106,858,79,0,79,155,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Michigan,All Ages,60,1905,109,0,109,147,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Michigan,0-17 years,0,27,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Michigan,18-64 years,,518,24,0,24,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Michigan,65 years and over,53,1360,85,0,85,121,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Minnesota,All Ages,68,929,66,0,66,118,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Minnesota,0-17 years,0,11,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Minnesota,18-64 years,14,194,12,0,12,20,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Minnesota,65 years and over,54,724,54,0,54,98,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Mississippi,All Ages,74,753,83,0,83,117,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Mississippi,0-17 years,0,12,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Mississippi,18-64 years,31,238,29,0,29,39,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Mississippi,65 years and over,43,503,54,0,54,78,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Missouri,All Ages,42,1188,61,0,61,96,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Missouri,0-17 years,0,10,0,0,0,0,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Missouri,18-64 years,,315,11,0,11,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Missouri,65 years and over,38,863,50,0,50,82,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Montana,All Ages,,194,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Montana,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Montana,18-64 years,,42,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Montana,65 years and over,,144,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Nebraska,All Ages,25,363,26,0,26,32,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Nebraska,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Nebraska,18-64 years,10,96,11,0,11,12,
04/29/2021,06/14/2020,06/20/2020,2020,25,06/20/2020,By Week,Week-ending,Nebraska,65 years and over,15,266,15,0,15,20,
